confuser_pkg,target_pkg,signals
connexion2,connexion,Character Added: 2;Suffix Added: 2
pasta,google-pasta,Separated Section Removed: 0 ('g')
notebookc,notebook,Character Added: c
notebook1,notebook,Character Added: 1;Suffix Added: 1
snotebook,notebook,Character Added: s
nosebook,notebook,Character Replaced: s
nodebook,notebook,Character Replaced: d
imageoi,imageio,Letters Swapped
cimageio,imageio,Character Added: c
http-tools,httptools,Character Added: -
pyadbc,pyodbc,Ascii Homoglpyh: o => a;Character Replaced: a;Swap Vowel: o => a
pyaodbc,pyodbc,Character Added: a
pyodb,pyodbc,Character Removed: 5 ('c')
ptodbc,pyodbc,Character Replaced: t;Close Letters on QWERTY Keyboard: y => t
pyodc,pyodbc,Character Removed: 4 ('b')
xls-writer,XlsxWriter,Character Replaced: -
db,db-dtypes,Separated Section Removed: 1 ('b')
dtypes,db-dtypes,Separated Section Removed: 0 ('d')
abnum,aenum,Character Replaced: b
xenum,aenum,Character Replaced: x;Close Letters on QWERTY Keyboard: a => x
yaenum,aenum,Character Added: y
venum,aenum,Character Replaced: v
anum,aenum,Character Removed: 1 ('e')
eenum,aenum,Ascii Homoglpyh: a => e;Character Replaced: e;Swap Vowel: a => e
renum,aenum,Character Replaced: r
avnum,aenum,Character Replaced: v
mmmath,mpmath,Letter Duplicated and Replaced: m;Character Replaced: m
pmath,mpmath,Character Removed: 0 ('m')
upmath,mpmath,Character Replaced: u
opmath,mpmath,Character Replaced: o
mumath,mpmath,Character Replaced: u
mpath,mpmath,Character Removed: 2 ('m')
mdmath,mpmath,Ascii Homoglpyh: p => d;Character Replaced: d
mrmath,mpmath,Character Replaced: r
mmath,mpmath,Character Removed: 1 ('p')
apmath,mpmath,Character Replaced: a
msmath,mpmath,Character Replaced: s
yschema,schema,Character Added: y
sschema,schema,Character Added: s;Character Added: s;Containing Character Added: s;Containing Character Added: s;Letter Duplicated: s;Double hit character: s
zschema,schema,Character Added: z;Double hit character: z
schem,schema,Character Removed: 5 ('a')
schemas,schema,Character Added: s;Containing Character Added: s;Close Letters on QWERTY Keyboard, added to end: schema => s;Suffix Added: s
dschema,schema,Character Added: d;Double hit character: d
jschema,schema,Character Added: j
scheme,schema,Ascii Homoglpyh: a => e;Character Replaced: e;Swap Vowel: a => e
schemv,schema,Character Replaced: v
schemy,schema,Character Replaced: y;Swap Vowel: a => y
schemax,schema,Character Added: x;Close Letters on QWERTY Keyboard, added to end: schema => x;Suffix Added: x
schemapy,schema,Suffix Added: py
api,pyproject-api,Separated Section Removed: 0 ('p')
pyproject,pyproject-api,Separated Section Removed: 1 ('y')
daemon,python-daemon,Separated Section Removed: 0 ('p')
py-daemon,python-daemon,String Substituted: python => py
argon2,argon2-cffi,Separated Section Removed: 1 ('r')
progressbar3,progressbar2,Character Replaced: 3;Close Letters on QWERTY Keyboard: 2 => 3
progressbars,progressbar2,Character Replaced: s
docop,docopt,Character Removed: 5 ('t')
docgpt,docopt,Character Replaced: g
locopt,docopt,Character Replaced: l
decopt,docopt,Ascii Homoglpyh: o => e;Character Replaced: e;Swap Vowel: o => e
alnair,altair,Character Replaced: n
hgboost,xgboost,Character Replaced: h
agboost,xgboost,Character Replaced: a;Close Letters on QWERTY Keyboard: x => a
langchainn,langchain,Character Added: n;Character Added: n;Containing Character Added: n;Containing Character Added: n;Letter Duplicated: n;Letter Duplicated and Replaced
longchain,langchain,Ascii Homoglpyh: a => o;Character Replaced: o;Swap Vowel: a => o
nitk,nltk,Ascii Homoglpyh: l => i;Character Replaced: i;Close Letters on QWERTY Keyboard: l => i
zltk,nltk,Character Replaced: z
mltk,nltk,Ascii Homoglpyh: n => m;Bit Flips: Byte 0, Bit 1;Character Replaced: m;Close Letters on QWERTY Keyboard: n => m
rltk,nltk,Ascii Homoglpyh: n => r;Character Replaced: r
jnltk,nltk,Character Added: j;Double hit character: j
bltk,nltk,Character Replaced: b;Close Letters on QWERTY Keyboard: n => b
nptk,nltk,Character Replaced: p;Close Letters on QWERTY Keyboard: l => p
ltk,nltk,Character Removed: 0 ('n')
ntk,nltk,Character Removed: 1 ('l')
pltk,nltk,Character Replaced: p
nlqk,nltk,Character Replaced: q
netk,nltk,Character Replaced: e
anltk,nltk,Character Added: a
tnltk,nltk,Character Added: t;Containing Character Added: t
nltp,nltk,Character Replaced: p
vltk,nltk,Character Replaced: v
nltko,nltk,Character Added: o;Close Letters on QWERTY Keyboard, added to end: nltk => o
cltk,nltk,Character Replaced: c
sltk,nltk,Character Replaced: s
inltk,nltk,Character Added: i
nlrtk,nltk,Character Added: r;Double hit character: r
altk,nltk,Bit Flips: Byte 0, Bit 3;Character Replaced: a
tltk,nltk,Character Replaced: t
nrtk,nltk,Character Replaced: r
ngtk,nltk,Character Replaced: g
bnltk,nltk,Character Added: b;Double hit character: b
ndtk,nltk,Character Replaced: d
lltk,nltk,Character Replaced: l
dltk,nltk,Character Replaced: d
nlpk,nltk,Character Replaced: p
nldk,nltk,Character Replaced: d
nbtk,nltk,Character Replaced: b
jiten,jiter,Ascii Homoglpyh: r => n;Character Replaced: n
jiver,jiter,Character Replaced: v
aiter,jiter,Character Replaced: a
jsiter,jiter,Character Added: s
iter,jiter,Character Removed: 0 ('j')
piter,jiter,Character Replaced: p
jitr,jiter,Character Removed: 3 ('e')
liter,jiter,Ascii Homoglpyh: j => l;Character Replaced: l
citer,jiter,Character Replaced: c
giter,jiter,Character Replaced: g
jitter,jiter,Character Added: t;Character Added: t;Containing Character Added: t;Containing Character Added: t;Letter Duplicated: t
fiter,jiter,Character Replaced: f
colored-logs,coloredlogs,Character Added: -
colouredlogs,coloredlogs,Character Added: u
coloredlog,coloredlogs,Character Removed: 10 ('s');Suffix Removed: s
njson,ujson,Ascii Homoglpyh: u => n;Character Replaced: n
vjson,ujson,Bit Flips: Byte 0, Bit 1;Character Replaced: v
qjson,ujson,Character Replaced: q
djson,ujson,Character Replaced: d
ajson,ujson,Character Replaced: a;Swap Vowel: u => a
fjson,ujson,Character Replaced: f
ljson,ujson,Character Replaced: l
jjson,ujson,Bit Flips: Byte 0, Bit 4;Bit Flips: Byte 0, Bit 5;Character Replaced: j;Close Letters on QWERTY Keyboard: u => j
ejson,ujson,Character Replaced: e;Swap Vowel: u => e
mjson,ujson,Character Replaced: m
xjson,ujson,Character Replaced: x
bjson,ujson,Character Replaced: b
nujson,ujson,Character Added: n;Containing Character Added: n
zjson,ujson,Bit Flips: Byte 0, Bit 3;Character Replaced: z
ojson,ujson,Character Replaced: o;Swap Vowel: u => o
ujson1,ujson,Character Added: 1;Suffix Added: 1
fujson,ujson,Character Added: f
pjson,ujson,Character Replaced: p
gjson,ujson,Character Replaced: g
mujson,ujson,Character Added: m
kjson,ujson,Character Replaced: k;Close Letters on QWERTY Keyboard: u => k
lprettytable,prettytable,Character Added: l;Containing Character Added: l;Double hit character: l
lockfilepy,lockfile,Suffix Added: py
flockfile,lockfile,Character Added: f;Containing Character Added: f
lock-file,lockfile,Character Added: -
nightly,tb-nightly,Separated Section Removed: 0 ('t')
tb,tb-nightly,Separated Section Removed: 1 ('b')
jsong,json5,Character Replaced: g
jsonb,json5,Character Replaced: b
jsonl,json5,Character Replaced: l
json3,json5,Character Replaced: 3
jsonv,json5,Character Replaced: v
jsont,json5,Character Replaced: t;Close Letters on QWERTY Keyboard: 5 => t
mjson5,json5,Character Added: m;Double hit character: m
jsonp,json5,Character Replaced: p
json2,json5,Character Replaced: 2
jsonx,json5,Character Replaced: x
jsond,json5,Character Replaced: d
jsono,json5,Character Replaced: o
jsonr,json5,Character Replaced: r;Close Letters on QWERTY Keyboard: 5 => r
jsonm,json5,Character Replaced: m
jsonz,json5,Character Replaced: z
jsonn,json5,Character Replaced: n
jsonf,json5,Character Replaced: f
pycerial,pyserial,Character Replaced: c;Close Letters on QWERTY Keyboard: s => c
pysereal,pyserial,Character Replaced: e;Swap Vowel: i => e
pyserval,pyserial,Character Replaced: v
ypywidgets,ipywidgets,Character Replaced: y;Swap Vowel: i => y
pywidgets,ipywidgets,Character Removed: 0 ('i')
trio-websockets,trio-websocket,Character Added: s;Containing Character Added: s;Suffix Added: s
vathos,pathos,Character Replaced: v
pathod,pathos,Character Replaced: d;Close Letters on QWERTY Keyboard: s => d
paths,pathos,Character Removed: 4 ('o')
pathrs,pathos,Character Replaced: r
athos,pathos,Character Removed: 0 ('p')
pathobs,pathos,Character Added: b
pithos,pathos,Character Replaced: i;Swap Vowel: a => i
xpython-utils,python-utils,Character Added: x;Prefix Added: x;Prefix Added: X
ipython-utils,python-utils,Character Added: i;Containing Character Added: i
pythonutils,python-utils,Character Removed: 6 ('-');Separator Removed -
python3-utils,python-utils,Character Added: 3
py-utils,python-utils,String Substituted: python => py
python-util,python-utils,Character Removed: 11 ('s');Suffix Removed: s
graphql,graphql-core,Separated Section Removed: 1 ('r')
nodejs-wheel,nodejs-wheel-binaries,Separated Section Removed: 2 ('d')
iox,pox,Character Replaced: i
pgx,pox,Character Replaced: g
prox,pox,Character Added: r
pbox,pox,Character Added: b
fox,pox,Character Replaced: f
mox,pox,Character Replaced: m
psox,pox,Character Added: s
pxx,pox,Character Replaced: x
pcx,pox,Ascii Homoglpyh: o => c;Character Replaced: c
poxo,pox,Character Added: o;Containing Character Added: o
hox,pox,Character Replaced: h
pwx,pox,Character Replaced: w
poh,pox,Character Replaced: h
psx,pox,Character Replaced: s
po4,pox,Character Replaced: 4
plox,pox,Character Added: l;Double hit character: l
por,pox,Character Replaced: r
pos,pox,Character Replaced: s;Close Letters on QWERTY Keyboard: x => s
px,pox,Character Removed: 1 ('o')
vox,pox,Character Replaced: v
rox,pox,Character Replaced: r
pon,pox,Character Replaced: n
pyox,pox,Character Added: y
xox,pox,Character Replaced: x
ppx,pox,Letter Duplicated and Replaced: p;Character Replaced: p;Close Letters on QWERTY Keyboard: o => p
pdx,pox,Character Replaced: d
pow,pox,Character Replaced: w
poxy,pox,Character Added: y
jox,pox,Character Replaced: j
poo,pox,Character Replaced: o
ox,pox,Character Removed: 0 ('p')
opx,pox,Letters Swapped
pod,pox,Character Replaced: d;Close Letters on QWERTY Keyboard: x => d
poi,pox,Character Replaced: i
pvx,pox,Character Replaced: v
pmx,pox,Character Replaced: m
poa,pox,Character Replaced: a;Close Letters on QWERTY Keyboard: x => a
pou,pox,Character Replaced: u
spox,pox,Character Added: s
pog,pox,Character Replaced: g
dox,pox,Ascii Homoglpyh: p => d;Character Replaced: d
pol,pox,Character Replaced: l
poq,pox,Character Replaced: q
powx,pox,Character Added: w
cox,pox,Character Replaced: c
p4x,pox,Character Replaced: 4
po,pox,Character Removed: 2 ('x');Suffix Removed: x
pocx,pox,Character Added: c;Double hit character: c
pop,pox,Character Replaced: p
pov,pox,Character Replaced: v
aox,pox,Character Replaced: a
box,pox,Ascii Homoglpyh: p => b;Character Replaced: b
lox,pox,Character Replaced: l;Close Letters on QWERTY Keyboard: p => l
ptx,pox,Character Replaced: t
pyft,ppft,Character Replaced: y
ppt,ppft,Character Removed: 2 ('f')
prft,ppft,Character Replaced: r
rpft,ppft,Character Replaced: r
ppfl,ppft,Character Replaced: l
pft,ppft,Character Removed: 0 ('p');Character Removed: 1 ('p')
pput,ppft,Character Replaced: u
ppvt,ppft,Character Replaced: v;Close Letters on QWERTY Keyboard: f => v
ppbt,ppft,Character Replaced: b;Close Letters on QWERTY Keyboard: f => b
spft,ppft,Bit Flips: Byte 0, Bit 1;Character Replaced: s
ppxt,ppft,Character Replaced: x
puft,ppft,Character Replaced: u
eark,lark,Character Replaced: e
laok,lark,Character Replaced: o
lank,lark,Ascii Homoglpyh: r => n;Character Replaced: n
sark,lark,Bit Flips: Byte 0, Bit 4;Bit Flips: Byte 0, Bit 5;Character Replaced: s
clark,lark,Character Added: c
mark,lark,Bit Flips: Byte 0, Bit 0;Character Replaced: m
qark,lark,Character Replaced: q
lack,lark,Character Replaced: c
larc,lark,Character Replaced: c
nark,lark,Character Replaced: n
yark,lark,Character Replaced: y
hark,lark,Character Replaced: h
blark,lark,Character Added: b
slark,lark,Character Added: s
lurk,lark,Character Replaced: u;Swap Vowel: a => u
larky,lark,Character Added: y
bark,lark,Character Replaced: b
larq,lark,Character Replaced: q
larp,lark,Character Replaced: p
ark,lark,Character Removed: 0 ('l')
latk,lark,Character Replaced: t;Close Letters on QWERTY Keyboard: r => t
park,lark,Character Replaced: p;Close Letters on QWERTY Keyboard: l => p
dark,lark,Character Replaced: d
tark,lark,Character Replaced: t
lars,lark,Character Replaced: s
gbq,pandas-gbq,Separated Section Removed: 0 ('p')
tktoken,tiktoken,Character Removed: 1 ('i')
tiketoken,tiktoken,Character Added: e;Containing Character Added: e
oauthclient,oauth2client,Character Removed: 5 ('2')
graphviz-py,graphviz,Suffix Added: -py
asyncrest,asynctest,Character Replaced: r;Close Letters on QWERTY Keyboard: t => r
hi5py,h5py,Character Added: i
hopy,h5py,Character Replaced: o
htpy,h5py,Character Replaced: t;Close Letters on QWERTY Keyboard: 5 => t
hspy,h5py,Character Replaced: s
h5pyp,h5py,Character Added: p;Containing Character Added: p
c5py,h5py,Character Replaced: c
h5,h5py,Suffix Removed: py
p5py,h5py,Character Replaced: p
hppy,h5py,Character Replaced: p
hpy,h5py,Character Removed: 1 ('5')
hvpy,h5py,Character Replaced: v
hkpy,h5py,Character Replaced: k
r5py,h5py,Character Replaced: r
hwpy,h5py,Character Replaced: w
hrpy,h5py,Character Replaced: r;Close Letters on QWERTY Keyboard: 5 => r
hfpy,h5py,Character Replaced: f
h5pyd,h5py,Character Added: d
hnpy,h5py,Character Replaced: n
m5py,h5py,Character Replaced: m;Close Letters on QWERTY Keyboard: h => m
hipy,h5py,Character Replaced: i
hepy,h5py,Character Replaced: e
hhpy,h5py,Letter Duplicated and Replaced: h;Character Replaced: h
f5py,h5py,Character Replaced: f
twlib,tblib,Character Replaced: w
tlib,tblib,Character Removed: 1 ('b')
bblib,tblib,Character Replaced: b
tclib,tblib,Character Replaced: c
trlib,tblib,Character Replaced: r
tslib,tblib,Character Replaced: s
telib,tblib,Character Replaced: e
tdlib,tblib,Ascii Homoglpyh: b => d;Character Replaced: d
wblib,tblib,Bit Flips: Byte 0, Bit 1;Character Replaced: w
zblib,tblib,Character Replaced: z
jblib,tblib,Character Replaced: j
tolib,tblib,Character Replaced: o
tmlib,tblib,Character Replaced: m
blib,tblib,Character Removed: 0 ('t')
tflib,tblib,Character Replaced: f;Close Letters on QWERTY Keyboard: b => f
oblib,tblib,Character Replaced: o
txlib,tblib,Character Replaced: x
tglib,tblib,Character Replaced: g;Close Letters on QWERTY Keyboard: b => g
fblib,tblib,Ascii Homoglpyh: t => f;Character Replaced: f;Close Letters on QWERTY Keyboard: t => f
version,semantic-version,Separated Section Removed: 0 ('s')
semantic,semantic-version,Separated Section Removed: 1 ('e')
semanticversion,semantic-version,Character Removed: 8 ('-');Separator Removed -
event,zope.event,Separated Section Removed: 0 ('z')
gclfs,gcsfs,Character Replaced: l
deep-diff,deepdiff,Character Added: -
pplotly,plotly,Character Added: p;Character Added: p;Containing Character Added: p;Containing Character Added: p;Letter Duplicated: p;Double hit character: p
blotly,plotly,Ascii Homoglpyh: p => b;Character Replaced: b
aplotly,plotly,Character Added: a
mplotly,plotly,Character Added: m
vplotly,plotly,Character Added: v
dbt-score,dbt-core,Character Added: s;Double hit character: s
docstring,docstring-parser,Separated Section Removed: 1 ('o')
property,cached-property,Separated Section Removed: 0 ('c')
cached,cached-property,Separated Section Removed: 1 ('a')
fakear,Faker,Character Added: a;Containing Character Added: a
faker-python,Faker,Suffix Added: -python
maker,Faker,Character Replaced: m
faber,Faker,Character Replaced: b
taker,Faker,Ascii Homoglpyh: f => t;Character Replaced: t;Close Letters on QWERTY Keyboard: f => t
faser,Faker,Character Replaced: s
flaker,Faker,Character Added: l
fakers,Faker,Character Added: s;Suffix Added: s
paker,Faker,Character Replaced: p
fakir,Faker,Character Replaced: i;Swap Vowel: e => i
fakr,Faker,Character Removed: 3 ('e')
fakes,Faker,Character Replaced: s
fakery,Faker,Character Added: y
fake,Faker,Character Removed: 4 ('r')
aker,Faker,Character Removed: 0 ('f')
ub,uv,Character Replaced: b;Close Letters on QWERTY Keyboard: v => b
wv,uv,Character Replaced: w
lv,uv,Character Replaced: l
un,uv,Character Replaced: n
vv,uv,Bit Flips: Byte 0, Bit 1;Character Replaced: v
ruv,uv,Character Added: r
pv,uv,Character Replaced: p
um,uv,Character Replaced: m
dv,uv,Character Replaced: d
ux,uv,Character Replaced: x
vuv,uv,Character Added: v;Containing Character Added: v
sv,uv,Character Replaced: s
uvn,uv,Character Added: n
ui,uv,Character Replaced: i
uvx,uv,Character Added: x;Suffix Added: x
uvm,uv,Character Added: m
ud,uv,Character Replaced: d;Close Letters on QWERTY Keyboard: v => d
bv,uv,Character Replaced: b
uvw,uv,Character Added: w
jv,uv,Bit Flips: Byte 0, Bit 4;Bit Flips: Byte 0, Bit 5;Character Replaced: j;Close Letters on QWERTY Keyboard: u => j
uw,uv,Character Replaced: w
uv2,uv,Character Added: 2;Suffix Added: 2
xv,uv,Character Replaced: x
uy,uv,Character Replaced: y
tuv,uv,Character Added: t
ov,uv,Character Replaced: o;Swap Vowel: u => o
uc,uv,Character Replaced: c;Close Letters on QWERTY Keyboard: v => c
yv,uv,Character Replaced: y;Swap Vowel: u => y;Close Letters on QWERTY Keyboard: u => y
juv,uv,Character Added: j;Double hit character: j
kv,uv,Character Replaced: k;Close Letters on QWERTY Keyboard: u => k
uvc,uv,Character Added: c;Close Letters on QWERTY Keyboard, added to end: uv => c
uj,uv,Character Replaced: j
ut,uv,Character Replaced: t
ukv,uv,Character Added: k
tv,uv,Bit Flips: Byte 0, Bit 0;Character Replaced: t
uh,uv,Character Replaced: h
nv,uv,Ascii Homoglpyh: u => n;Character Replaced: n
uq,uv,Character Replaced: q
uf,uv,Character Replaced: f;Close Letters on QWERTY Keyboard: v => f
v,uv,Character Removed: 0 ('u')
up,uv,Character Replaced: p
hv,uv,Character Replaced: h;Close Letters on QWERTY Keyboard: u => h
cv,uv,Character Replaced: c
zv,uv,Bit Flips: Byte 0, Bit 3;Character Replaced: z
ul,uv,Character Replaced: l
ua,uv,Character Replaced: a
muv,uv,Character Added: m
ug,uv,Character Replaced: g;Close Letters on QWERTY Keyboard: v => g
u,uv,Character Removed: 1 ('v')
ur,uv,Character Replaced: r
uo,uv,Character Replaced: o
uz,uv,Character Replaced: z
uva,uv,Character Added: a
mv,uv,Character Replaced: m
iv,uv,Character Replaced: i;Swap Vowel: u => i;Close Letters on QWERTY Keyboard: u => i
rv,uv,Bit Flips: Byte 0, Bit 2;Character Replaced: r
vu,uv,Letters Swapped
guv,uv,Character Added: g
magemaker,sagemaker,Character Replaced: m
dataglasses,dataclasses,Character Replaced: g
dmtaclasses,dataclasses,Character Replaced: m
dataklasses,dataclasses,Character Replaced: k
lru,async-lru,Separated Section Removed: 0 ('a')
async,async-lru,Separated Section Removed: 1 ('s')
dasy,dask,Character Replaced: y
pask,dask,Ascii Homoglpyh: d => p;Character Replaced: p
dsk,dask,Character Removed: 1 ('a')
bask,dask,Ascii Homoglpyh: d => b;Character Replaced: b
hask,dask,Character Replaced: h
ask,dask,Character Removed: 0 ('d')
mask,dask,Character Replaced: m
dast,dask,Character Replaced: t
das,dask,Character Removed: 3 ('k')
dosk,dask,Ascii Homoglpyh: a => o;Character Replaced: o;Swap Vowel: a => o
desk,dask,Ascii Homoglpyh: a => e;Character Replaced: e;Swap Vowel: a => e
adsk,dask,Letters Swapped
disk,dask,Character Replaced: i;Swap Vowel: a => i
qask,dask,Ascii Homoglpyh: d => q;Character Replaced: q
dasi,dask,Character Replaced: i;Close Letters on QWERTY Keyboard: k => i
dusk,dask,Character Replaced: u;Swap Vowel: a => u
dansk,dask,Character Added: n
dank,dask,Character Replaced: n
task,dask,Character Replaced: t
datk,dask,Character Replaced: t
cask,dask,Bit Flips: Byte 0, Bit 2;Character Replaced: c;Close Letters on QWERTY Keyboard: d => c
dark,dask,Character Replaced: r
rask,dask,Character Replaced: r;Close Letters on QWERTY Keyboard: d => r
daak,dask,Letter Duplicated and Replaced: a;Character Replaced: a;Close Letters on QWERTY Keyboard: s => a
antlr4-python2-runtime,antlr4-python3-runtime,Character Replaced: 2;Close Letters on QWERTY Keyboard: 3 => 2
hvc,hvac,Character Removed: 2 ('a')
hvar,hvac,Character Replaced: r
vac,hvac,Character Removed: 0 ('h')
hmac,hvac,Character Replaced: m
ahvac,hvac,Character Added: a;Containing Character Added: a
hac,hvac,Character Removed: 1 ('v')
havc,hvac,Letters Swapped
hvcc,hvac,Character Replaced: c
machine,time-machine,Separated Section Removed: 0 ('t')
ammp,amqp,Letter Duplicated and Replaced: m;Character Replaced: m
zamqp,amqp,Character Added: z;Double hit character: z
amqppy,amqp,Suffix Added: py
amep,amqp,Character Replaced: e
amap,amqp,Ascii Homoglpyh: q => a;Character Replaced: a;Close Letters on QWERTY Keyboard: q => a
tamqp,amqp,Character Added: t
ramqp,amqp,Character Added: r
amqpy,amqp,Character Added: y
fdn,fqdn,Character Removed: 1 ('q')
fedn,fqdn,Character Replaced: e
fqn,fqdn,Character Removed: 2 ('d')
tqdn,fqdn,Ascii Homoglpyh: f => t;Character Replaced: t;Close Letters on QWERTY Keyboard: f => t
shim,notebook-shim,Separated Section Removed: 0 ('n')
template,uri-template,Separated Section Removed: 0 ('u')
uri,uri-template,Separated Section Removed: 1 ('r')
community,langchain-community,Separated Section Removed: 0 ('l')
validator,rfc3986-validator,Separated Section Removed: 0 ('r')
duration,durationpy,Suffix Removed: py
pine,vine,Character Replaced: p
vins,vine,Character Replaced: s;Close Letters on QWERTY Keyboard: e => s
kine,vine,Character Replaced: k
gine,vine,Character Replaced: g;Close Letters on QWERTY Keyboard: v => g
bine,vine,Character Replaced: b;Close Letters on QWERTY Keyboard: v => b
virne,vine,Character Added: r
vmine,vine,Character Added: m
mine,vine,Character Replaced: m
vibe,vine,Character Replaced: b;Close Letters on QWERTY Keyboard: n => b
vin,vine,Character Removed: 3 ('e')
tine,vine,Character Replaced: t
vien,vine,Letters Swapped
line,vine,Character Replaced: l
vino,vine,Ascii Homoglpyh: e => o;Character Replaced: o;Swap Vowel: e => o
vint,vine,Character Replaced: t
vire,vine,Ascii Homoglpyh: n => r;Character Replaced: r
vane,vine,Character Replaced: a;Swap Vowel: i => a
vipe,vine,Character Replaced: p
vina,vine,Ascii Homoglpyh: e => a;Character Replaced: a;Swap Vowel: e => a
vite,vine,Character Replaced: t
nine,vine,Character Replaced: n
vise,vine,Character Replaced: s
vine-python,vine,Suffix Added: -python
cine,vine,Character Replaced: c;Close Letters on QWERTY Keyboard: v => c
vinn,vine,Character Replaced: n
vice,vine,Character Replaced: c
vines,vine,Character Added: s;Close Letters on QWERTY Keyboard, added to end: vine => s;Suffix Added: s
vie,vine,Character Removed: 2 ('n')
vinepy,vine,Suffix Added: py
confluent,confluent-kafka,Separated Section Removed: 1 ('o')
avdal,adal,Character Added: v;Double hit character: v
adala,adal,Character Added: a;Containing Character Added: a
agal,adal,Character Replaced: g
alal,adal,Character Replaced: l
adtl,adal,Character Replaced: t
acal,adal,Character Replaced: c;Close Letters on QWERTY Keyboard: d => c
adab,adal,Character Replaced: b
hadal,adal,Character Added: h
mdal,adal,Character Replaced: m
amal,adal,Character Replaced: m
adam,adal,Character Replaced: m
adas,adal,Character Replaced: s
pdal,adal,Character Replaced: p
adax,adal,Character Replaced: x
adul,adal,Character Replaced: u;Swap Vowel: a => u
adcl,adal,Character Replaced: c
dal,adal,Character Removed: 0 ('a')
adap,adal,Character Replaced: p;Close Letters on QWERTY Keyboard: l => p
adl,adal,Character Removed: 2 ('a')
anal,adal,Character Replaced: n
adao,adal,Character Replaced: o;Close Letters on QWERTY Keyboard: l => o
aval,adal,Character Replaced: v;Close Letters on QWERTY Keyboard: d => v
adval,adal,Character Added: v
apisec,apispec,Character Removed: 4 ('p')
oapispec,apispec,Character Added: o
pispec,apispec,Character Removed: 0 ('a')
man,click-man,Separated Section Removed: 0 ('c')
standard,zstandard,Character Removed: 0 ('z')
entrypoint,entrypoints,Character Removed: 10 ('s');Suffix Removed: s
komby,kombu,Character Replaced: y;Swap Vowel: u => y;Close Letters on QWERTY Keyboard: u => y
combu,kombu,Character Replaced: c
numbat,numba,Character Added: t
numa,numba,Character Removed: 3 ('b')
nimba,numba,Character Replaced: i;Swap Vowel: u => i;Close Letters on QWERTY Keyboard: u => i
numla,numba,Character Replaced: l
humba,numba,Character Replaced: h;Close Letters on QWERTY Keyboard: n => h
seabonr,seaborn,Letters Swapped
celeryt,celery,Character Added: t;Close Letters on QWERTY Keyboard, added to end: celery => t
celer,celery,Character Removed: 5 ('y')
mcelery,celery,Character Added: m
awsauth,aws-requests-auth,Separated Section Removed: 1 ('w')
jupyterterminals,jupyter-server-terminals,Separated Section Removed: 1 ('u')
aevent,gevent,Character Replaced: a
gerent,gevent,Character Replaced: r
revent,gevent,Character Replaced: r;Close Letters on QWERTY Keyboard: g => r
eevent,gevent,Character Replaced: e
sevent,gevent,Character Replaced: s
event,gevent,Character Removed: 0 ('g')
getent,gevent,Character Replaced: t
zevent,gevent,Character Replaced: z
xevent,gevent,Bit Flips: Byte 0, Bit 4;Bit Flips: Byte 0, Bit 5;Character Replaced: x
qtforms,wtforms,Character Replaced: q;Close Letters on QWERTY Keyboard: w => q
tensorflou,tensorflow,Character Replaced: u
tensorrflow,tensorflow,Character Added: r;Character Added: r;Containing Character Added: r;Containing Character Added: r;Letter Duplicated: r;Double hit character: r
tensoorflow,tensorflow,Character Added: o;Character Added: o;Containing Character Added: o;Containing Character Added: o;Letter Duplicated: o
tensorslow,tensorflow,Character Replaced: s
tenssorflow,tensorflow,Character Added: s;Character Added: s;Containing Character Added: s;Containing Character Added: s;Letter Duplicated: s
tensorfloe,tensorflow,Character Replaced: e;Close Letters on QWERTY Keyboard: w => e
sensorflow,tensorflow,Bit Flips: Byte 0, Bit 2;Character Replaced: s
ytensorflow,tensorflow,Character Added: y;Double hit character: y
temsorflow,tensorflow,Ascii Homoglpyh: n => m;Character Replaced: m;Close Letters on QWERTY Keyboard: n => m
tenosrflow,tensorflow,Letters Swapped
sphinx-rdt-theme,sphinx-rtd-theme,Letters Swapped
bigarray,bitarray,Character Replaced: g;Close Letters on QWERTY Keyboard: t => g
bit-array,bitarray,Character Added: -
llmlite,llvmlite,Character Removed: 2 ('v')
billiards,billiard,Character Added: s;Close Letters on QWERTY Keyboard, added to end: billiard => s;Suffix Added: s
login,Flask-Login,Separated Section Removed: 0 ('f')
pipen,pipenv,Character Removed: 5 ('v')
pi-env,pipenv,Character Replaced: -;Close Letters on QWERTY Keyboard: p => -
phpenv,pipenv,Character Replaced: h
pipecv,pipenv,Character Replaced: c
fdatasets,datasets,Character Added: f;Double hit character: f
zdatasets,datasets,Character Added: z
datasetu,datasets,Character Replaced: u
rdatasets,datasets,Character Added: r;Double hit character: r
datasets2,datasets,Character Added: 2;Suffix Added: 2
mdatasets,datasets,Character Added: m
adatasets,datasets,Character Added: a;Containing Character Added: a
datasett,datasets,Character Replaced: t
xdatasets,datasets,Character Added: x;Prefix Added: x;Prefix Added: X;Double hit character: x
datazets,datasets,Character Replaced: z;Close Letters on QWERTY Keyboard: s => z
dagtasets,datasets,Character Added: g;Double hit character: g
sproto,wsproto,Character Removed: 0 ('w')
tsproto,wsproto,Bit Flips: Byte 0, Bit 1;Character Replaced: t
yacf,yapf,Character Replaced: c
yaaf,yapf,Letter Duplicated and Replaced: a;Character Replaced: a
yaps,yapf,Character Replaced: s
yapr,yapf,Character Replaced: r;Close Letters on QWERTY Keyboard: f => r
yapq,yapf,Character Replaced: q
yafp,yapf,Letters Swapped
