confuser_pkg,target_pkg,signals
ninjar,ninja,Character Added: r
ninia,ninja,Ascii Homoglpyh: j => i;Character Replaced: i;Close Letters on QWERTY Keyboard: j => i
ninka,ninja,Character Replaced: k;Close Letters on QWERTY Keyboard: j => k
finja,ninja,Character Replaced: f
inja,ninja,Character Removed: 0 ('n')
ninja2,ninja,Character Added: 2;Suffix Added: 2
ginja,ninja,Character Replaced: g;Close Letters on QWERTY Keyboard: n => g
dinja,ninja,Character Replaced: d
nina,ninja,Character Removed: 3 ('j')
ninji,ninja,Character Replaced: i;Swap Vowel: a => i
ninjag,ninja,Character Added: g
nunja,ninja,Character Replaced: u;Swap Vowel: i => u;Close Letters on QWERTY Keyboard: i => u
aninja,ninja,Character Added: a;Containing Character Added: a
nippe,nipype,Character Removed: 3 ('y')
qipype,nipype,Bit Flips: Byte 0, Bit 4;Bit Flips: Byte 0, Bit 5;Character Replaced: q
zkeys,nkeys,Character Replaced: z
skeys,nkeys,Character Replaced: s
blopt,nlopt,Character Replaced: b;Close Letters on QWERTY Keyboard: n => b
nlpopt,nlopt,Character Added: p;Containing Character Added: p;Double hit character: p
mlopt,nlopt,Ascii Homoglpyh: n => m;Bit Flips: Byte 0, Bit 1;Character Replaced: m;Close Letters on QWERTY Keyboard: n => m
ncopt,nlopt,Character Replaced: c
flopt,nlopt,Character Replaced: f
nlpt,nlopt,Character Removed: 2 ('o')
nlpaeg,nlpaug,Character Replaced: e;Swap Vowel: u => e
bnltk,nltk,Character Added: b;Double hit character: b
anltk,nltk,Character Added: a
nitk,nltk,Ascii Homoglpyh: l => i;Character Replaced: i;Close Letters on QWERTY Keyboard: l => i
nldk,nltk,Character Replaced: d
nlrtk,nltk,Character Added: r;Double hit character: r
nptk,nltk,Character Replaced: p;Close Letters on QWERTY Keyboard: l => p
vltk,nltk,Character Replaced: v
nbtk,nltk,Character Replaced: b
nlpk,nltk,Character Replaced: p
dltk,nltk,Character Replaced: d
tltk,nltk,Character Replaced: t
cltk,nltk,Character Replaced: c
sltk,nltk,Character Replaced: s
ntk,nltk,Character Removed: 1 ('l')
bltk,nltk,Character Replaced: b;Close Letters on QWERTY Keyboard: n => b
rltk,nltk,Ascii Homoglpyh: n => r;Character Replaced: r
nlqk,nltk,Character Replaced: q
altk,nltk,Bit Flips: Byte 0, Bit 3;Character Replaced: a
jnltk,nltk,Character Added: j;Double hit character: j
ltk,nltk,Character Removed: 0 ('n')
nrtk,nltk,Character Replaced: r
inltk,nltk,Character Added: i
pltk,nltk,Character Replaced: p
ndtk,nltk,Character Replaced: d
nltp,nltk,Character Replaced: p
nltko,nltk,Character Added: o;Close Letters on QWERTY Keyboard, added to end: nltk => o
mltk,nltk,Ascii Homoglpyh: n => m;Bit Flips: Byte 0, Bit 1;Character Replaced: m;Close Letters on QWERTY Keyboard: n => m
ngtk,nltk,Character Replaced: g
lltk,nltk,Character Replaced: l
netk,nltk,Character Replaced: e
tnltk,nltk,Character Added: t;Containing Character Added: t
zltk,nltk,Character Replaced: z
migen,nmigen,Character Removed: 0 ('n')
ngslib,nmslib,Character Replaced: g
nrslib,nmslib,Character Replaced: r
nxslib,nmslib,Character Replaced: x
nmsli,nmslib,Character Removed: 5 ('b')
nslib,nmslib,Character Removed: 1 ('m')
rmslib,nmslib,Ascii Homoglpyh: n => r;Character Replaced: r
mslib,nmslib,Character Removed: 0 ('n')
smslib,nmslib,Character Replaced: s
ndslib,nmslib,Character Replaced: d
nvcf,nncf,Character Replaced: v
nnrf,nncf,Character Replaced: r
nnfc,nncf,Letters Swapped
nnc,nncf,Character Removed: 3 ('f')
nnff,nncf,Character Replaced: f;Close Letters on QWERTY Keyboard: c => f
nacf,nncf,Character Replaced: a
nnef,nncf,Character Replaced: e
nnpf,nncf,Character Replaced: p
nnf,nncf,Character Removed: 2 ('c')
no-manylinux1,no-manylinux,Character Added: 1;Suffix Added: 1
semver,node-semver,Separated Section Removed: 0 ('n')
node,node-semver,Separated Section Removed: 1 ('o')
qnodeeditor,nodeeditor,Character Added: q
codeenv,nodeenv,Character Replaced: c
noseenv,nodeenv,Character Replaced: s;Close Letters on QWERTY Keyboard: d => s
nodejs-wheel,nodejs-wheel-binaries,Separated Section Removed: 2 ('d')
noice,noise,Character Replaced: c;Close Letters on QWERTY Keyboard: s => c
noize,noise,Character Replaced: z;Close Letters on QWERTY Keyboard: s => z
vnoise,noise,Character Added: v
noises,noise,Character Added: s;Containing Character Added: s;Close Letters on QWERTY Keyboard, added to end: noise => s;Suffix Added: s
pnoise,noise,Character Added: p
noisy,noise,Character Replaced: y;Swap Vowel: e => y
noisi,noise,Character Replaced: i;Swap Vowel: e => i
noire,noise,Character Replaced: r
lnoise,noise,Character Added: l
noise.py,noise,Suffix Added: .py
nise,noise,Character Removed: 1 ('o')
nose,noise,Character Removed: 2 ('i')
noisepy,noise,Suffix Added: py
norse,noise,Character Replaced: r
nonebot,nonebot2,Character Removed: 7 ('2');Suffix Removed: 2
formality,normality,Character Replaced: f
nose-parametrized,nose-parameterized,Character Removed: 12 ('e')
parameterized,nose-parameterized,Separated Section Removed: 0 ('n')
nose,nose-parameterized,Separated Section Removed: 1 ('o')
nose,nose-xunitmp,Separated Section Removed: 1 ('o')
hose,nose,Character Replaced: h;Close Letters on QWERTY Keyboard: n => h
node,nose,Character Replaced: d;Close Letters on QWERTY Keyboard: s => d
fose,nose,Character Replaced: f
nope,nose,Character Replaced: p
vose,nose,Character Replaced: v
nose3,nose,Character Added: 3;Close Letters on QWERTY Keyboard, added to end: nose => 3;Suffix Added: 3
nome,nose,Character Replaced: m
dose,nose,Character Replaced: d
cose,nose,Character Replaced: c
npose,nose,Character Added: p;Double hit character: p
none,nose,Character Replaced: n
bose,nose,Character Replaced: b;Close Letters on QWERTY Keyboard: n => b
rose,nose,Ascii Homoglpyh: n => r;Character Replaced: r
nore,nose,Character Replaced: r
nise,nose,Character Replaced: i;Swap Vowel: o => i;Close Letters on QWERTY Keyboard: o => i
noise,nose,Character Added: i
note,nose,Character Replaced: t
nse,nose,Character Removed: 1 ('o')
nos,nose,Character Removed: 3 ('e')
nosk,nose,Character Replaced: k
nosy,nose,Character Replaced: y;Swap Vowel: e => y
lose,nose,Character Replaced: l
norse,nose,Character Added: r
nose2,nose,Character Added: 2;Close Letters on QWERTY Keyboard, added to end: nose => 2;Suffix Added: 2
jose,nose,Character Replaced: j;Close Letters on QWERTY Keyboard: n => j
nosem,nose,Character Added: m
nosey,nose,Character Added: y
nose-cov,nose2-cov,Character Removed: 4 ('2')
nose2,nose2-cov,Separated Section Removed: 1 ('o')
nose3,nose2,Character Replaced: 3;Close Letters on QWERTY Keyboard: 2 => 3
nose,nose2,Character Removed: 4 ('2');Suffix Removed: 2
rose2,nose2,Ascii Homoglpyh: n => r;Character Replaced: r
nosem,nose2,Character Replaced: m
nosey,nose2,Character Replaced: y
json-extended,nosetests-json-extended,Separated Section Removed: 0 ('n')
shim,notebook-shim,Separated Section Removed: 0 ('n')
notebook,notebook-shim,Separated Section Removed: 1 ('o')
nodebook,notebook,Character Replaced: d
notebookc,notebook,Character Added: c
nosebook,notebook,Character Replaced: s
notebook1,notebook,Character Added: 1;Suffix Added: 1
snotebook,notebook,Character Added: s
notifierr,notifiers,Character Replaced: r
notifier,notifiers,Character Removed: 8 ('s');Suffix Removed: s
notify,notify-py,Separated Section Removed: 1 ('o');Suffix Removed: -py
notipy-py,notify-py,Character Replaced: p
py,notify-py,Separated Section Removed: 0 ('n')
notify,notify2,Character Removed: 6 ('2');Suffix Removed: 2
notifyr,notify2,Character Replaced: r
notifyd,notify2,Character Replaced: d
notion,notion-client,Separated Section Removed: 1 ('o')
client,notion-client,Separated Section Removed: 0 ('n')
poetry,nox-poetry,Separated Section Removed: 0 ('n')
tox-poetry,nox-poetry,Character Replaced: t
nox,nox-poetry,Separated Section Removed: 1 ('o')
nom,nox,Character Replaced: m
nop,nox,Character Replaced: p
jox,nox,Character Replaced: j;Close Letters on QWERTY Keyboard: n => j
nod,nox,Character Replaced: d;Close Letters on QWERTY Keyboard: x => d
onx,nox,Letters Swapped
nor,nox,Character Replaced: r
nbox,nox,Character Added: b
no2,nox,Character Replaced: 2
tox,nox,Character Replaced: t
dox,nox,Character Replaced: d
knox,nox,Character Added: k
aox,nox,Bit Flips: Byte 0, Bit 3;Character Replaced: a
nob,nox,Character Replaced: b
nax,nox,Ascii Homoglpyh: o => a;Character Replaced: a;Swap Vowel: o => a
neox,nox,Character Added: e
nrx,nox,Character Replaced: r
nux,nox,Character Replaced: u;Swap Vowel: o => u
no1,nox,Character Replaced: 1
xox,nox,Character Replaced: x
hox,nox,Character Replaced: h;Close Letters on QWERTY Keyboard: n => h
nos,nox,Character Replaced: s;Close Letters on QWERTY Keyboard: x => s
nex,nox,Ascii Homoglpyh: o => e;Character Replaced: e;Swap Vowel: o => e
no3,nox,Character Replaced: 3
nvx,nox,Character Replaced: v
nyx,nox,Character Replaced: y;Swap Vowel: o => y
rox,nox,Ascii Homoglpyh: n => r;Character Replaced: r
box,nox,Character Replaced: b;Close Letters on QWERTY Keyboard: n => b
njx,nox,Character Replaced: j
nx,nox,Character Removed: 1 ('o')
npx,nox,Character Replaced: p;Close Letters on QWERTY Keyboard: o => p
inox,nox,Character Added: i
lox,nox,Character Replaced: l
now,nox,Character Replaced: w
noo,nox,Character Replaced: o
iox,nox,Bit Flips: Byte 0, Bit 2;Character Replaced: i
nnx,nox,Letter Duplicated and Replaced: n;Character Replaced: n
vox,nox,Character Replaced: v
fox,nox,Character Replaced: f
nbx,nox,Character Replaced: b
sox,nox,Character Replaced: s
cox,nox,Character Replaced: c
nok,nox,Character Replaced: k
ox,nox,Character Removed: 0 ('n')
not,nox,Character Replaced: t
pox,nox,Character Replaced: p
noc,nox,Character Replaced: c;Close Letters on QWERTY Keyboard: x => c
mox,nox,Ascii Homoglpyh: n => m;Bit Flips: Byte 0, Bit 1;Character Replaced: m;Close Letters on QWERTY Keyboard: n => m
nfx,nox,Character Replaced: f
mpe2,npe2,Ascii Homoglpyh: n => m;Bit Flips: Byte 0, Bit 1;Character Replaced: m;Close Letters on QWERTY Keyboard: n => m
npex,npe2,Character Replaced: x
npeg,npe2,Character Replaced: g
npeb,npe2,Character Replaced: b
nitdms,npTDMS,Character Replaced: i
nptyping2,nptyping,Character Added: 2;Suffix Added: 2
npn,npx,Character Replaced: n
bpx,npx,Character Replaced: b;Close Letters on QWERTY Keyboard: n => b
npex,npx,Character Added: e
npjx,npx,Character Added: j
npy,npx,Character Replaced: y
ppx,npx,Character Replaced: p
opx,npx,Bit Flips: Byte 0, Bit 0;Character Replaced: o
npt,npx,Character Replaced: t
nfx,npx,Character Replaced: f
nox,npx,Character Replaced: o;Close Letters on QWERTY Keyboard: p => o
mpx,npx,Ascii Homoglpyh: n => m;Bit Flips: Byte 0, Bit 1;Character Replaced: m;Close Letters on QWERTY Keyboard: n => m
npm,npx,Character Replaced: m
np,npx,Character Removed: 2 ('x');Suffix Removed: x
npyx,npx,Character Added: y
kpx,npx,Character Replaced: k
nyx,npx,Character Replaced: y
npl,npx,Character Replaced: l
nxp,npx,Letters Swapped
nex,npx,Character Replaced: e
nlpx,npx,Character Added: l;Double hit character: l
nbx,npx,Ascii Homoglpyh: p => b;Character Replaced: b
nnx,npx,Letter Duplicated and Replaced: n;Character Replaced: n
nepx,npx,Character Added: e
px,npx,Character Removed: 0 ('n')
ipx,npx,Bit Flips: Byte 0, Bit 2;Character Replaced: i
npw,npx,Character Replaced: w
npg,npx,Character Replaced: g
nx,npx,Character Removed: 1 ('p')
gpx,npx,Character Replaced: g;Close Letters on QWERTY Keyboard: n => g
wpx,npx,Character Replaced: w
npv,npx,Character Replaced: v
nvx,npx,Character Replaced: v
npr,npx,Character Replaced: r
nux,npx,Character Replaced: u
fpx,npx,Character Replaced: f
nax,npx,Character Replaced: a
vpx,npx,Character Replaced: v
np3,npx,Character Replaced: 3
njx,npx,Character Replaced: j
epx,npx,Character Replaced: e
npo,npx,Character Replaced: o
npu,npx,Character Replaced: u
dpx,npx,Character Replaced: d
cpx,npx,Character Replaced: c
spx,npx,Character Replaced: s
npf,npx,Character Replaced: f
nrx,npx,Character Replaced: r
fr-date,nr-date,Character Replaced: f
nr.date,nr-date,Character Replaced: .;Separator Changed: - => .
nr.stream,nr-stream,Character Replaced: .;Separator Changed: - => .
stream,nr-stream,Separated Section Removed: 0 ('n')
np-stream,nr-stream,Character Replaced: p
nr-util,nr.util,Character Replaced: -;Separator Changed: . => -
nrfutil,nr.util,Character Replaced: f
dnslookup,nslookup,Character Added: d
aslookup,nslookup,Bit Flips: Byte 0, Bit 3;Character Replaced: a
templates,ntc-templates,Separated Section Removed: 0 ('n')
ntc,ntc-templates,Separated Section Removed: 1 ('t')
auth,ntlm-auth,Separated Section Removed: 0 ('n')
nt-lib,ntplib,Character Replaced: -;Close Letters on QWERTY Keyboard: p => -
ncplib,ntplib,Character Replaced: c
gntplib,ntplib,Character Added: g;Double hit character: g
etplib,ntplib,Character Replaced: e
dtplib,ntplib,Character Replaced: d
nntplib,ntplib,Character Added: n;Character Added: n;Containing Character Added: n;Containing Character Added: n;Letter Duplicated: n
nlplib,ntplib,Character Replaced: l
naplib,ntplib,Character Replaced: a
nuclio,nuclio-jupyter,Separated Section Removed: 1 ('u')
jupyter,nuclio-jupyter,Separated Section Removed: 0 ('n')
nudge,nudged,Character Removed: 5 ('d')
lull,null,Character Replaced: l
hull,null,Character Replaced: h;Close Letters on QWERTY Keyboard: n => h
full,null,Character Replaced: f
dull,null,Character Replaced: d
tull,null,Character Replaced: t
nell,null,Character Replaced: e;Swap Vowel: u => e
cull,null,Character Replaced: c
bull,null,Character Replaced: b;Close Letters on QWERTY Keyboard: n => b
noll,null,Character Replaced: o;Swap Vowel: u => o
dnull,null,Character Added: d
pull,null,Character Replaced: p
numwords,num2words,Character Removed: 3 ('2')
num2word,num2words,Character Removed: 8 ('s');Suffix Removed: s
numbat,numba,Character Added: t
humba,numba,Character Replaced: h;Close Letters on QWERTY Keyboard: n => h
nimba,numba,Character Replaced: i;Swap Vowel: u => i;Close Letters on QWERTY Keyboard: u => i
numla,numba,Character Replaced: l
numa,numba,Character Removed: 3 ('b')
numbers-parser,number-parser,Character Added: s;Containing Character Added: s
numeracy,numerary,Character Replaced: c
numexpr3,numexpr,Character Added: 3;Close Letters on QWERTY Keyboard, added to end: numexpr => 3;Suffix Added: 3
numpy,numpy-financial,Separated Section Removed: 1 ('u')
numpy,numpy-groupies,Separated Section Removed: 1 ('u')
indexed,numpy-indexed,Separated Section Removed: 0 ('n')
numpy,numpy-indexed,Separated Section Removed: 1 ('u')
numpy,numpy-quaternion,Separated Section Removed: 1 ('u')
ringbuffer,numpy-ringbuffer,Separated Section Removed: 0 ('n')
numpy,numpy-ringbuffer,Separated Section Removed: 1 ('u')
numpy,numpy-stl,Separated Section Removed: 1 ('u')
stl,numpy-stl,Separated Section Removed: 0 ('n')
jumpy,numpy,Character Replaced: j;Close Letters on QWERTY Keyboard: n => j
zumpy,numpy,Character Replaced: z
vnumpy,numpy,Character Added: v
rnumpy,numpy,Character Added: r
humpy,numpy,Character Replaced: h;Close Letters on QWERTY Keyboard: n => h
nump,numpy,Character Removed: 4 ('y')
unumpy,numpy,Character Added: u;Containing Character Added: u
ncmpy,numpy,Character Replaced: c
umpy,numpy,Character Removed: 0 ('n')
numjpy,numpy,Character Added: j
numspy,numpy,Character Added: s
numppy,numpy,Character Added: p;Character Added: p;Containing Character Added: p;Containing Character Added: p;Letter Duplicated: p
numpypy,numpy,Suffix Added: py
gumpy,numpy,Character Replaced: g;Close Letters on QWERTY Keyboard: n => g
wumpy,numpy,Character Replaced: w
numsy,numpy,Character Replaced: s
numfy,numpy,Character Replaced: f
pnumpy,numpy,Character Added: p;Containing Character Added: p
snumpy,numpy,Character Added: s
numpsy,numpy,Character Added: s
nsmpy,numpy,Character Replaced: s
dumpy,numpy,Character Replaced: d
nuumpy,numpy,Character Added: u;Character Added: u;Containing Character Added: u;Containing Character Added: u;Letter Duplicated: u
xnumpy,numpy,Character Added: x;Prefix Added: x;Prefix Added: X
sumpy,numpy,Character Replaced: s
numpyx,numpy,Character Added: x;Suffix Added: x
nempy,numpy,Character Replaced: e;Swap Vowel: u => e
bumpy,numpy,Character Replaced: b;Close Letters on QWERTY Keyboard: n => b
jnumpy,numpy,Character Added: j;Double hit character: j
rumpy,numpy,Ascii Homoglpyh: n => r;Character Replaced: r
gnumpy,numpy,Character Added: g;Double hit character: g
numpyk,numpy,Character Added: k
nmpy,numpy,Character Removed: 1 ('u')
nump5y,numpy,Character Added: 5;Double hit character: 5
nuvpy,numpy,Character Replaced: v
numpy3,numpy,Character Added: 3;Suffix Added: 3
pumpy,numpy,Character Replaced: p
numpy4,numpy,Character Added: 4;Suffix Added: 4
numphy,numpy,Character Added: h;Double hit character: h
nutpy,numpy,Character Replaced: t
numqy,numpy,Ascii Homoglpyh: p => q;Character Replaced: q
numpi,numpy,Character Replaced: i;Swap Vowel: y => i
nupy,numpy,Character Removed: 2 ('m')
nompy,numpy,Character Replaced: o;Swap Vowel: u => o
numpy6,numpy,Character Added: 6;Close Letters on QWERTY Keyboard, added to end: numpy => 6;Suffix Added: 6
nlmpy,numpy,Character Replaced: l
devkit,nuscenes-devkit,Separated Section Removed: 0 ('n')
mutter,nutter,Ascii Homoglpyh: n => m;Bit Flips: Byte 0, Bit 1;Character Replaced: m;Close Letters on QWERTY Keyboard: n => m
nitter,nutter,Character Replaced: i;Swap Vowel: u => i;Close Letters on QWERTY Keyboard: u => i
utter,nutter,Character Removed: 0 ('n')
rutter,nutter,Ascii Homoglpyh: n => r;Character Replaced: r
gutter,nutter,Character Replaced: g;Close Letters on QWERTY Keyboard: n => g
butter,nutter,Character Replaced: b;Close Letters on QWERTY Keyboard: n => b
natter,nutter,Character Replaced: a;Swap Vowel: u => a
nuttel,nutter,Character Replaced: l
notter,nutter,Character Replaced: o;Swap Vowel: u => o
cutter,nutter,Character Replaced: c
netter,nutter,Character Replaced: e;Swap Vowel: u => e
nvidia-cublas-cu116,nvidia-cublas-cu11,Character Added: 6;Suffix Added: 6
nvidia-cublas-cu12,nvidia-cublas-cu11,Character Replaced: 2;Close Letters on QWERTY Keyboard: 1 => 2
nvidia-cublas-cu111,nvidia-cublas-cu11,Character Added: 1;Character Added: 1;Character Added: 1;Containing Character Added: 1;Containing Character Added: 1;Containing Character Added: 1;Letter Duplicated: 1;Letter Duplicated: 1;Letter Duplicated and Replaced;Suffix Added: 1
nvidia-cublas-cu112,nvidia-cublas-cu11,Character Added: 2;Close Letters on QWERTY Keyboard, added to end: nvidia-cublas-cu11 => 2;Suffix Added: 2
nvidia-cublas-cu113,nvidia-cublas-cu11,Character Added: 3;Suffix Added: 3
nvidia-cublas,nvidia-cublas-cu11,Separated Section Removed: 2 ('i')
nvidia-cublas-cu114,nvidia-cublas-cu11,Character Added: 4;Suffix Added: 4
nvidia-cublas-cu115,nvidia-cublas-cu11,Character Added: 5;Suffix Added: 5
nvidia-cublas-cu110,nvidia-cublas-cu11,Character Added: 0;Suffix Added: 0
nvidia-cublas-cu112,nvidia-cublas-cu12,Character Added: 1;Character Added: 1;Containing Character Added: 1;Containing Character Added: 1;Letter Duplicated: 1;Double hit character: 1
nvidia-cublas,nvidia-cublas-cu12,Separated Section Removed: 2 ('i')
nvidia-cublas-cu11,nvidia-cublas-cu12,Character Replaced: 1;Close Letters on QWERTY Keyboard: 2 => 1
nvidia-cuda-cupti-cu111,nvidia-cuda-cupti-cu11,Character Added: 1;Character Added: 1;Character Added: 1;Containing Character Added: 1;Containing Character Added: 1;Containing Character Added: 1;Letter Duplicated: 1;Letter Duplicated: 1;Letter Duplicated and Replaced;Suffix Added: 1
nvidia-cuda-cupti-cu114,nvidia-cuda-cupti-cu11,Character Added: 4;Suffix Added: 4
nvidia-cuda-cupti-cu110,nvidia-cuda-cupti-cu11,Character Added: 0;Suffix Added: 0
nvidia-cuda-cupti,nvidia-cuda-cupti-cu11,Separated Section Removed: 3 ('d')
nvidia-cuda-cupti-cu12,nvidia-cuda-cupti-cu11,Character Replaced: 2;Close Letters on QWERTY Keyboard: 1 => 2
nvidia-cuda-cupti-cu113,nvidia-cuda-cupti-cu11,Character Added: 3;Suffix Added: 3
nvidia-cuda-cupti-cu116,nvidia-cuda-cupti-cu11,Character Added: 6;Suffix Added: 6
nvidia-cuda-cupti-cu112,nvidia-cuda-cupti-cu11,Character Added: 2;Close Letters on QWERTY Keyboard, added to end: nvidia-cuda-cupti-cu11 => 2;Suffix Added: 2
nvidia-cuda-cupti-cu115,nvidia-cuda-cupti-cu11,Character Added: 5;Suffix Added: 5
nvidia-cuda-cupti-cu11,nvidia-cuda-cupti-cu12,Character Replaced: 1;Close Letters on QWERTY Keyboard: 2 => 1
nvidia-cuda-cupti,nvidia-cuda-cupti-cu12,Separated Section Removed: 3 ('d')
nvidia-cuda-cupti-cu112,nvidia-cuda-cupti-cu12,Character Added: 1;Character Added: 1;Containing Character Added: 1;Containing Character Added: 1;Letter Duplicated: 1;Double hit character: 1
nvidia-cuda-nvcc,nvidia-cuda-nvcc-cu12,Separated Section Removed: 3 ('d')
nvidia-cuda-nvcc-cu11,nvidia-cuda-nvcc-cu12,Character Replaced: 1;Close Letters on QWERTY Keyboard: 2 => 1
nvidia-cuda-nvcc-cu112,nvidia-cuda-nvcc-cu12,Character Added: 1;Character Added: 1;Containing Character Added: 1;Containing Character Added: 1;Letter Duplicated: 1;Double hit character: 1
nvidia-cuda-nvrtc-cu112,nvidia-cuda-nvrtc-cu11,Character Added: 2;Close Letters on QWERTY Keyboard, added to end: nvidia-cuda-nvrtc-cu11 => 2;Suffix Added: 2
nvidia-cuda-nvrtc-cu115,nvidia-cuda-nvrtc-cu11,Character Added: 5;Suffix Added: 5
nvidia-cuda-nvrtc,nvidia-cuda-nvrtc-cu11,Separated Section Removed: 3 ('d')
nvidia-cuda-nvrtc-cu111,nvidia-cuda-nvrtc-cu11,Character Added: 1;Character Added: 1;Character Added: 1;Containing Character Added: 1;Containing Character Added: 1;Containing Character Added: 1;Letter Duplicated: 1;Letter Duplicated: 1;Letter Duplicated and Replaced;Suffix Added: 1
nvidia-cuda-nvrtc-cu114,nvidia-cuda-nvrtc-cu11,Character Added: 4;Suffix Added: 4
nvidia-cuda-nvrtc-cu110,nvidia-cuda-nvrtc-cu11,Character Added: 0;Suffix Added: 0
nvidia-cuda-nvrtc-cu12,nvidia-cuda-nvrtc-cu11,Character Replaced: 2;Close Letters on QWERTY Keyboard: 1 => 2
nvidia-cuda-nvrtc-cu113,nvidia-cuda-nvrtc-cu11,Character Added: 3;Suffix Added: 3
nvidia-cuda-nvrtc-cu116,nvidia-cuda-nvrtc-cu11,Character Added: 6;Suffix Added: 6
nvidia-cuda-nvrtc-cu112,nvidia-cuda-nvrtc-cu12,Character Added: 1;Character Added: 1;Containing Character Added: 1;Containing Character Added: 1;Letter Duplicated: 1;Double hit character: 1
nvidia-cuda-nvrtc,nvidia-cuda-nvrtc-cu12,Separated Section Removed: 3 ('d')
nvidia-cuda-nvrtc-cu11,nvidia-cuda-nvrtc-cu12,Character Replaced: 1;Close Letters on QWERTY Keyboard: 2 => 1
nvidia-cuda-runtime-cu111,nvidia-cuda-runtime-cu11,Character Added: 1;Character Added: 1;Character Added: 1;Containing Character Added: 1;Containing Character Added: 1;Containing Character Added: 1;Letter Duplicated: 1;Letter Duplicated: 1;Letter Duplicated and Replaced;Suffix Added: 1
nvidia-cuda-runtime-cu110,nvidia-cuda-runtime-cu11,Character Added: 0;Suffix Added: 0
nvidia-cuda-runtime-cu12,nvidia-cuda-runtime-cu11,Character Replaced: 2;Close Letters on QWERTY Keyboard: 1 => 2
nvidia-cuda-runtime-cu116,nvidia-cuda-runtime-cu11,Character Added: 6;Suffix Added: 6
nvidia-cuda-runtime-cu113,nvidia-cuda-runtime-cu11,Character Added: 3;Suffix Added: 3
nvidia-cuda-runtime,nvidia-cuda-runtime-cu11,Separated Section Removed: 3 ('d')
nvidia-cuda-runtime-cu112,nvidia-cuda-runtime-cu11,Character Added: 2;Close Letters on QWERTY Keyboard, added to end: nvidia-cuda-runtime-cu11 => 2;Suffix Added: 2
nvidia-cuda-runtime-cu115,nvidia-cuda-runtime-cu11,Character Added: 5;Suffix Added: 5
nvidia-cuda-runtime-cu114,nvidia-cuda-runtime-cu11,Character Added: 4;Suffix Added: 4
nvidia-cuda-runtime-cu11,nvidia-cuda-runtime-cu12,Character Replaced: 1;Close Letters on QWERTY Keyboard: 2 => 1
nvidia-cuda-runtime,nvidia-cuda-runtime-cu12,Separated Section Removed: 3 ('d')
nvidia-cuda-runtime-cu112,nvidia-cuda-runtime-cu12,Character Added: 1;Character Added: 1;Containing Character Added: 1;Containing Character Added: 1;Letter Duplicated: 1;Double hit character: 1
nvidia-cudnn-cu115,nvidia-cudnn-cu11,Character Added: 5;Suffix Added: 5
nvidia-cudnn-cu116,nvidia-cudnn-cu11,Character Added: 6;Suffix Added: 6
nvidia-cudnn-cu12,nvidia-cudnn-cu11,Character Replaced: 2;Close Letters on QWERTY Keyboard: 1 => 2
nvidia-cudnn,nvidia-cudnn-cu11,Separated Section Removed: 2 ('i')
nvidia-cudnn-cu111,nvidia-cudnn-cu11,Character Added: 1;Character Added: 1;Character Added: 1;Containing Character Added: 1;Containing Character Added: 1;Containing Character Added: 1;Letter Duplicated: 1;Letter Duplicated: 1;Letter Duplicated and Replaced;Suffix Added: 1
nvidia-cudnn-cu113,nvidia-cudnn-cu11,Character Added: 3;Suffix Added: 3
nvidia-cudnn-cu110,nvidia-cudnn-cu11,Character Added: 0;Suffix Added: 0
nvidia-cudnn-cu112,nvidia-cudnn-cu11,Character Added: 2;Close Letters on QWERTY Keyboard, added to end: nvidia-cudnn-cu11 => 2;Suffix Added: 2
nvidia-cudnn-cu114,nvidia-cudnn-cu11,Character Added: 4;Suffix Added: 4
nvidia-cudnn-cu11,nvidia-cudnn-cu12,Character Replaced: 1;Close Letters on QWERTY Keyboard: 2 => 1
nvidia-cudnn-cu112,nvidia-cudnn-cu12,Character Added: 1;Character Added: 1;Containing Character Added: 1;Containing Character Added: 1;Letter Duplicated: 1;Double hit character: 1
nvidia-cudnn,nvidia-cudnn-cu12,Separated Section Removed: 2 ('i')
nvidia-cufft-cu115,nvidia-cufft-cu11,Character Added: 5;Suffix Added: 5
nvidia-cufft-cu116,nvidia-cufft-cu11,Character Added: 6;Suffix Added: 6
nvidia-cufft-cu113,nvidia-cufft-cu11,Character Added: 3;Suffix Added: 3
nvidia-cufft-cu12,nvidia-cufft-cu11,Character Replaced: 2;Close Letters on QWERTY Keyboard: 1 => 2
nvidia-cufft-cu114,nvidia-cufft-cu11,Character Added: 4;Suffix Added: 4
nvidia-cufft-cu112,nvidia-cufft-cu11,Character Added: 2;Close Letters on QWERTY Keyboard, added to end: nvidia-cufft-cu11 => 2;Suffix Added: 2
nvidia-cufft-cu110,nvidia-cufft-cu11,Character Added: 0;Suffix Added: 0
nvidia-cufft,nvidia-cufft-cu11,Separated Section Removed: 2 ('i')
nvidia-cufft-cu111,nvidia-cufft-cu11,Character Added: 1;Character Added: 1;Character Added: 1;Containing Character Added: 1;Containing Character Added: 1;Containing Character Added: 1;Letter Duplicated: 1;Letter Duplicated: 1;Letter Duplicated and Replaced;Suffix Added: 1
nvidia-cufft,nvidia-cufft-cu12,Separated Section Removed: 2 ('i')
nvidia-cufft-cu11,nvidia-cufft-cu12,Character Replaced: 1;Close Letters on QWERTY Keyboard: 2 => 1
